reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	multimapped	multimapped_percentage	fastq_name	Mismatches
30065362.0	21580519.0	71.78	8484843.0	28.22	95025.0	0.32	BA73_CA2_hi2_67_1	1
22785501.0	16281539.0	71.46	6503962.0	28.54	118818.0	0.52	BA73_CA2_vis_67_1	1
4522959.0	2777125.0	61.4	1745834.0	38.6	21191.0	0.47	BA73_CA2_ent_67_1	1
43895426.0	33057075.0	75.31	10838351.0	24.69	186714.0	0.43	BA73_CA2_mid_67_1	1
27784431.0	24780460.0	89.19	3003971.0	10.81	65692.0	0.24	BA73_CA2_pon_67_1	1
34167770.0	31417370.0	91.95	2750400.0	8.05	36691.0	0.11	BA73_CA2_cer_67_1	1
20121144.0	10788544.0	53.62	9332600.0	46.38	76445.0	0.38	BA73_CA2_med_67_1	1
33497358.0	25419196.0	75.88	8078162.0	24.12	81357.0	0.24	BA73_CA2_hi_67_1	1
33447177.0	24538526.0	73.37	8908651.0	26.63	109753.0	0.33	BA73_CA2_cor_68_1	1
20206522.0	13383736.0	66.23	6822786.0	33.77	58083.0	0.29	BA73_CA2_cp_68_1	1
21330702.0	16663272.0	78.12	4667430.0	21.88	49103.0	0.23	BA73_CA2_svz_68_1	1
29846741.0	24965124.0	83.64	4881617.0	16.36	47919.0	0.16	BA73_CA2_cc_68_1	1
196361.0	159828.0	81.39	36533.0	18.61	674.0	0.34	BA73_CA2_th_68_1	1
20103644.0	18523258.0	92.14	1580386.0	7.86	37065.0	0.18	BA73_CA2_hy_68_1	1
15668045.0	12461679.0	79.54	3206366.0	20.46	39224.0	0.25	BA73_CA2_hi_68_1	1
27417864.0	21238877.0	77.46	6178987.0	22.54	145551.0	0.53	BA74_CA2_plx_68_1	1
16150058.0	12632503.0	78.22	3517555.0	21.78	72063.0	0.45	BA74_CA2_hi2_68_1	1
25312507.0	18428248.0	72.8	6884259.0	27.2	80504.0	0.32	BA74_CA2_vis_68_1	1
1163094.0	397416.0	34.17	765678.0	65.83	2079.0	0.18	BA74_CA2_ent_68_1	1
26877718.0	21695438.0	80.72	5182280.0	19.28	86150.0	0.32	BA74_CA2_mid_68_1	1
17991971.0	15826270.0	87.96	2165701.0	12.04	38095.0	0.21	BA74_CA2_pon_68_1	1
33797682.0	31403846.0	92.92	2393836.0	7.08	33440.0	0.1	BA74_CA2_cer_68_1	1
25440229.0	18064089.0	71.01	7376140.0	28.99	76527.0	0.3	BA74_CA2_med_68_1	1
30325898.0	23271265.0	76.74	7054633.0	23.26	93039.0	0.31	BA74_CA2_plx_80_1	1
24357950.0	17176607.0	70.52	7181343.0	29.48	122840.0	0.5	BA74_CA2_cor_69_1	1
21472815.0	14502116.0	67.54	6970699.0	32.46	57651.0	0.27	BA74_CA2_cp_69_1	1
36171491.0	26489839.0	73.23	9681652.0	26.77	104804.0	0.29	BA74_CA2_svz_69_1	1
28436630.0	22575401.0	79.39	5861229.0	20.61	48026.0	0.17	BA74_CA2_cc_69_1	1
11087165.0	9697564.0	87.47	1389601.0	12.53	31670.0	0.29	BA74_CA2_th_69_1	1
20316706.0	17726389.0	87.25	2590317.0	12.75	59110.0	0.29	BA74_CA2_hy_69_1	1
15457372.0	12276684.0	79.42	3180688.0	20.58	53548.0	0.35	BA74_CA2_hi_69_1	1
18217158.0	14050105.0	77.13	4167053.0	22.87	79863.0	0.44	BA75_CA2_plx_69_1	1
13413960.0	10473665.0	78.08	2940295.0	21.92	29670.0	0.22	BA75_CA2_hi2_69_1	1
16329748.0	11589972.0	70.97	4739776.0	29.03	40198.0	0.25	BA75_CA2_vis_69_1	1
16836452.0	11343581.0	67.38	5492871.0	32.62	70038.0	0.42	BA75_CA2_ent_69_1	1
27721428.0	20646452.0	74.48	7074976.0	25.52	96740.0	0.35	BA75_CA2_mid_69_1	1
29787143.0	24750455.0	83.09	5036688.0	16.91	83304.0	0.28	BA75_CA2_pon_69_1	1
29667208.0	26626302.0	89.75	3040906.0	10.25	36670.0	0.12	BA75_CA2_cer_69_1	1
21044323.0	15096319.0	71.74	5948004.0	28.26	60623.0	0.29	BA75_CA2_med_69_1	1
47527162.0	38655248.0	81.33	8871914.0	18.67	105047.0	0.22	BA75_CA2_hi2_80_1	1
20623859.0	16940309.0	82.14	3683550.0	17.86	84569.0	0.41	BA75_CA2_cor_70_1	1
31876597.0	25115727.0	78.79	6760870.0	21.21	103031.0	0.32	BA75_CA2_cp_70_1	1
32804877.0	27114021.0	82.65	5690856.0	17.35	75864.0	0.23	BA75_CA2_svz_70_1	1
40877118.0	33923065.0	82.99	6954053.0	17.01	61135.0	0.15	BA75_CA2_cc_70_1	1
25906220.0	21295669.0	82.2	4610551.0	17.8	119574.0	0.46	BA75_CA2_th_70_1	1
17612345.0	13490587.0	76.6	4121758.0	23.4	53317.0	0.3	BA75_CA2_hy_70_1	1
33809336.0	28065153.0	83.01	5744183.0	16.99	116406.0	0.34	BA75_CA2_hi_70_1	1
44006874.0	34918066.0	79.35	9088808.0	20.65	190648.0	0.43	BA76_CA2_plx_70_1	1
26650175.0	22436266.0	84.19	4213909.0	15.81	82300.0	0.31	BA76_CA2_hi2_70_1	1
38970603.0	30910591.0	79.32	8060012.0	20.68	176156.0	0.45	BA76_CA2_vis_70_1	1
23211237.0	18527699.0	79.82	4683538.0	20.18	146255.0	0.63	BA76_CA2_ent_70_1	1
22173845.0	17015213.0	76.74	5158632.0	23.26	134871.0	0.61	BA76_CA2_mid_70_1	1
29547902.0	23761459.0	80.42	5786443.0	19.58	125965.0	0.43	BA76_CA2_pon_70_1	1
30050731.0	26820522.0	89.25	3230209.0	10.75	44354.0	0.15	BA76_CA2_cer_70_1	1
19140044.0	13220644.0	69.07	5919400.0	30.93	61522.0	0.32	BA76_CA2_med_70_1	1
27009004.0	21323781.0	78.95	5685223.0	21.05	103655.0	0.38	BA76_CA2_vis_80_1	1
29236304.0	23282317.0	79.63	5953987.0	20.37	117501.0	0.4	BA76_CA2_cor_71_1	1
27391591.0	21901416.0	79.96	5490175.0	20.04	106735.0	0.39	BA76_CA2_cp_71_1	1
10769876.0	8373822.0	77.75	2396054.0	22.25	132234.0	1.23	BA76_CA2_svz_71_1	1
36007653.0	28212155.0	78.35	7795498.0	21.65	122827.0	0.34	BA76_CA2_cc_71_1	1
2237192.0	1836920.0	82.11	400272.0	17.89	13651.0	0.61	BA76_CA2_th_71_1	1
23750663.0	19720928.0	83.03	4029735.0	16.97	71046.0	0.3	BA76_CA2_hy_71_1	1
19439236.0	16006942.0	82.34	3432294.0	17.66	58473.0	0.3	BA76_CA2_hi_71_1	1
32036662.0	25117596.0	78.4	6919066.0	21.6	158133.0	0.49	BA77_CA2_plx_71_1	1
26751269.0	21449957.0	80.18	5301312.0	19.82	58952.0	0.22	BA77_CA2_hi2_71_1	1
52385399.0	37627034.0	71.83	14758365.0	28.17	118492.0	0.23	BA77_CA2_vis_71_1	1
22408289.0	17435676.0	77.81	4972613.0	22.19	67104.0	0.3	BA77_CA2_ent_71_1	1
48207409.0	35964009.0	74.6	12243400.0	25.4	224850.0	0.47	BA77_CA2_mid_71_1	1
29106677.0	22899378.0	78.67	6207299.0	21.33	110508.0	0.38	BA77_CA2_pon_71_1	1
42380631.0	36845535.0	86.94	5535096.0	13.06	52984.0	0.13	BA77_CA2_cer_71_1	1
22011047.0	15429881.0	70.1	6581166.0	29.9	67035.0	0.3	BA77_CA2_med_71_1	1
29204281.0	20396163.0	69.84	8808118.0	30.16	64320.0	0.22	BA77_CA2_ent_80_1	1
23003831.0	17359051.0	75.46	5644780.0	24.54	86469.0	0.38	BA77_CA2_cor_72_1	1
22736496.0	16225373.0	71.36	6511123.0	28.64	57362.0	0.25	BA77_CA2_cp_72_1	1
16783995.0	12748042.0	75.95	4035953.0	24.05	41955.0	0.25	BA77_CA2_svz_72_1	1
32613729.0	22556265.0	69.16	10057464.0	30.84	67346.0	0.21	BA77_CA2_cc_72_1	1
6419081.0	4718766.0	73.51	1700315.0	26.49	11967.0	0.19	BA77_CA2_th_72_1	1
23211313.0	18379293.0	79.18	4832020.0	20.82	63934.0	0.28	BA77_CA2_hy_72_1	1
20754739.0	16013871.0	77.16	4740868.0	22.84	70183.0	0.34	BA77_CA2_hi_72_1	1
43358545.0	31630567.0	72.95	11727978.0	27.05	165750.0	0.38	BA78_CA2_plx_72_1	1
29163.0	13428.0	46.04	15735.0	53.96	65.0	0.22	BA78_CA2_mid_80_1	1
22517861.0	16685385.0	74.1	5832476.0	25.9	38533.0	0.17	BA78_CA2_pon_80_1	1
39057525.0	26235504.0	67.17	12822021.0	32.83	99352.0	0.25	BA78_CA2_ent_72_1	1
23520817.0	16274933.0	69.19	7245884.0	30.81	57896.0	0.25	BA78_CA2_mid_72_1	1
49518771.0	41416821.0	83.64	8101950.0	16.36	68301.0	0.14	BA78_CA2_cer_80_1	1
43256073.0	35663241.0	82.45	7592832.0	17.55	56562.0	0.13	BA78_CA2_cer_72_1	1
33937690.0	25232711.0	74.35	8704979.0	25.65	92646.0	0.27	BA78_CA2_med_72_1	1
36950599.0	29388889.0	79.54	7561710.0	20.46	105887.0	0.29	BA78_CA2_med_80_1	1
37722510.0	31736179.0	84.13	5986331.0	15.87	135852.0	0.36	BA78_CA2_cor_81_1	1
2693666.0	2429357.0	90.19	264309.0	9.81	3910.0	0.15	BA78_CA2_cp_81_1	1
82981.0	29590.0	35.66	53391.0	64.34	159.0	0.19	BA78_CA2_svz_81_1	1
32070296.0	26261236.0	81.89	5809060.0	18.11	68494.0	0.21	BA78_CA2_cc_81_1	1
26456725.0	21842597.0	82.56	4614128.0	17.44	95538.0	0.36	BA78_CA2_th_81_1	1
24656.0	20768.0	84.23	3888.0	15.77	47.0	0.19	BA78_CA2_hy_81_1	1
40789256.0	36112137.0	88.53	4677119.0	11.47	118540.0	0.29	BA78_CA2_hi_81_1	1
