CLUSTER,NAME,MEM.SHIP
1,mmu-miR-669a-5p_olf,0.243958731003677
1,mmu-miR-669p-5p_olf,0.243958731003677
1,mmu-miR-7037-5p_olf,0.232260874151535
1,mmu-miR-760-5p_olf,0.0836593467569143
1,mmu-miR-381-3p_olf,0.0929733124320628
1,mmu-miR-6898-5p_olf,0.175607334434837
1,mmu-miR-6908-5p_olf,0.0566422340699039
1,mmu-miR-192-3p_olf,0.104873805359249
1,mmu-miR-598-5p_olf,0.127586427016969
1,mmu-miR-32-5p_olf,0.100525308153939
1,mmu-miR-384-5p_olf,0.13095914745229
1,mmu-miR-6934-5p_olf,0.0887264344382533
1,mmu-miR-8114_olf,0.088042731540808
1,mmu-miR-195a-5p_olf,0.115335717869761
1,mmu-miR-466m-5p_cor,0.138283298354777
1,mmu-miR-669m-5p_cor,0.115843358664553
1,mmu-miR-6936-3p_cor,0.149370772651382
1,mmu-miR-411-3p_cor,0.0876233823230119
1,mmu-miR-135a-5p_cor,0.0695907697508093
1,mmu-miR-802-5p_cor,0.188599362048832
1,mmu-miR-34b-5p_cor,0.0625582818255754
1,mmu-miR-126a-3p_cor,0.0519162235515252
1,mmu-miR-92a-1-5p_cor,0.0794459433460133
1,mmu-miR-376c-5p_cor,0.164014309720278
1,mmu-miR-34c-5p_cor,0.141937446369443
1,mmu-miR-125b-5p_cor,0.0913112871548685
1,mmu-miR-5615-3p_cor,0.0934371522069794
1,mmu-miR-1949_cor,0.093967598561763
1,mmu-miR-24-1-5p_cor,0.109643608992758
1,mmu-let-7f-1-3p_cor,0.0769053842169032
1,mmu-miR-28b_cor,0.135440924182333
1,mmu-miR-106b-5p_cor,0.13943856415639
1,mmu-miR-335-5p_cor,0.0686439302417768
1,mmu-miR-679-5p_cp,0.13519394926636
1,mmu-miR-770-5p_cp,0.072353991407002
1,mmu-miR-6540-5p_cp,0.283247020129851
1,mmu-miR-7658-3p_cp,0.145057376417023
1,mmu-miR-1197-3p_cp,0.052472381789584
1,mmu-miR-5615-3p_cp,0.0456327605026231
1,mmu-miR-6516-3p_cp,0.0860448933237612
1,mmu-miR-5113_svz,0.179637680728424
1,mmu-miR-6970-5p_svz,0.105251022124937
1,mmu-let-7j_svz,0.142922116718412
1,mmu-miR-6914-3p_svz,0.0595001118803633
1,mmu-miR-7062-5p_svz,0.0482107876564023
1,mmu-miR-302b-3p_svz,0.194706407341843
1,mmu-miR-7037-5p_cc,0.237500609979332
1,mmu-miR-677-5p_cc,0.11075320666207
1,mmu-miR-201-5p_cc,0.0908680471820432
1,mmu-miR-6239_cc,0.172851459071595
1,mmu-miR-6935-5p_cc,0.187114736127447
1,mmu-miR-7658-5p_cc,0.0719950543300579
1,mmu-miR-351-3p_cc,0.137828487159171
1,mmu-miR-7049-5p_cc,0.103947746125068
1,mmu-miR-7069-3p_cc,0.14546022185015
1,mmu-miR-346-3p_cc,0.135532932800373
1,mmu-miR-6769b-3p_cc,0.0983917613495934
1,mmu-miR-6953-3p_cc,0.0893378093938241
1,mmu-miR-6538_cc,0.169677186297165
1,mmu-miR-7053-3p_cc,0.0973039436312165
1,mmu-miR-7231-5p_cc,0.123318059007341
1,mmu-miR-328-5p_cc,0.0944860869705458
1,mmu-miR-7212-5p_cc,0.0582387887062872
1,mmu-miR-6715-3p_cc,0.190748888334641
1,mmu-miR-1981-3p_cc,0.140979540591579
1,mmu-miR-326-5p_cc,0.0706716916588744
1,mmu-miR-669a-3-3p_cc,0.127444129936129
1,mmu-miR-3073a-5p_cc,0.0861206333233741
1,mmu-miR-3104-3p_cc,0.0885810966184994
1,mmu-miR-7030-3p_cc,0.210156199306096
1,mmu-miR-17-3p_th,0.078789207593391
1,mmu-miR-323-3p_th,0.131971973047347
1,mmu-miR-592-3p_th,0.196424073211161
1,mmu-miR-676-5p_th,0.127448841651424
1,mmu-miR-487b-3p_th,0.0944204212536933
1,mmu-miR-199b-5p_th,0.132578549047046
1,mmu-miR-6936-3p_th,0.273091801722217
1,mmu-miR-218-5p_th,0.129258896407736
1,mmu-miR-674-5p_th,0.180917761828175
1,mmu-miR-6540-5p_th,0.12586423997431
1,mmu-miR-543-3p_th,0.112249410709524
1,mmu-miR-361-3p_th,0.0961624334448415
1,mmu-miR-7224-3p_th,0.213324027173117
1,mmu-miR-21a-3p_th,0.0816918133749638
1,mmu-miR-27a-5p_th,0.101268381392051
1,mmu-miR-3074-1-3p_th,0.0506293036860057
1,mmu-miR-337-3p_th,0.09589959608284
1,mmu-miR-223-5p_th,0.06205772368574
1,mmu-miR-671-3p_th,0.0767442032145037
1,mmu-miR-7674-5p_th,0.073978826595621
1,mmu-miR-6914-3p_th,0.104087921545219
1,mmu-miR-124-5p_th,0.0918301002489935
1,mmu-miR-423-5p_th,0.104954253260173
1,mmu-miR-128-3p_th,0.129092520159122
1,mmu-miR-192-3p_th,0.124005465477226
1,mmu-miR-193b-3p_th,0.0695162809363824
1,mmu-miR-344c-3p_th,0.0717083301980661
1,mmu-miR-106b-3p_th,0.106802327659479
1,mmu-miR-380-5p_th,0.0825946093994903
1,mmu-miR-6962-3p_th,0.219871283049542
1,mmu-miR-101a-5p_th,0.0808958998633839
1,mmu-miR-7000-3p_th,0.118660306866796
1,mmu-miR-21a-5p_th,0.0596852948191358
1,mmu-miR-5710_th,0.0902736308559351
1,mmu-let-7a-1-3p_th,0.189570496046368
1,mmu-let-7c-2-3p_th,0.189570496046368
1,mmu-miR-499-3p_th,0.189517670546489
1,mmu-miR-30b-5p_th,0.18989678812232
1,mmu-miR-8114_th,0.0722322021336904
1,mmu-miR-669k-5p_hi,0.0720582762653828
1,mmu-miR-466j_hi,0.129340774703423
1,mmu-miR-1247-3p_hi,0.128201428566238
1,mmu-miR-302d-3p_hi,0.0691367680776316
1,mmu-miR-3569-3p_hi,0.0756478635345754
1,mmu-miR-466d-5p_hy,0.116560967801769
1,mmu-miR-466n-5p_hy,0.116560967801769
1,mmu-miR-679-5p_hy,0.212935911277556
1,mmu-miR-212-3p_hy,0.0883087516066745
1,mmu-miR-7037-5p_hy,0.131505614177647
1,mmu-miR-129-2-3p_hy,0.18038084451382
1,mmu-miR-3102-3p_hy,0.136252821745872
1,mmu-miR-676-5p_hy,0.0905721984865113
1,mmu-miR-540-5p_hy,0.105760805777856
1,mmu-miR-7042-5p_hy,0.065118520853397
1,mmu-miR-455-5p_hy,0.273108582288333
1,mmu-miR-935_hy,0.126433350261083
1,mmu-miR-137-5p_hy,0.0977246670960707
1,mmu-miR-3547-3p_hy,0.0954655650667693
1,mmu-miR-708-3p_hy,0.128268955514972
1,mmu-miR-129-1-3p_hy,0.282617194261292
1,mmu-miR-7069-3p_hy,0.0904857429609528
1,mmu-miR-127-3p_hy,0.102799753091425
1,mmu-miR-6769b-3p_hy,0.102508268292496
1,mmu-miR-93-3p_hy,0.0696283905034667
1,mmu-miR-489-3p_hy,0.151367770003601
1,mmu-miR-6982-5p_hy,0.0503904433994736
1,mmu-miR-342-5p_hy,0.0690784880251724
1,mmu-miR-7674-5p_hy,0.0472797917322529
1,mmu-miR-7027-3p_hy,0.0982723397525888
1,mmu-miR-125b-5p_hy,0.0688544854449717
1,mmu-miR-382-5p_hy,0.147695363464752
1,mmu-miR-183-5p_hy,0.233591572622777
1,mmu-miR-200c-3p_hy,0.151639262078698
1,mmu-miR-7056-3p_hy,0.0657737211614606
1,mmu-miR-7000-3p_hy,0.0707053625216939
1,mmu-miR-7087-3p_hy,0.10513555481795
1,mmu-miR-1249-3p_hy,0.0752673612582732
1,mmu-miR-141-5p_hy,0.107549832228637
1,mmu-miR-183-3p_hy,0.207954743224122
1,mmu-miR-3098-3p_hy,0.0571239078764611
1,mmu-miR-335-5p_hy,0.136897229276006
1,mmu-miR-7046-3p_hy,0.115842365356776
1,mmu-miR-679-3p_plx,0.108654773745398
1,mmu-miR-6958-3p_plx,0.225816765569629
1,mmu-miR-7069-5p_plx,0.170013750137187
1,mmu-miR-760-5p_plx,0.190272306745779
1,mmu-miR-669d-5p_plx,0.161347651314793
1,mmu-miR-3470a_plx,0.0910557311322547
1,mmu-miR-6903-3p_plx,0.108261772188118
1,mmu-miR-7078-5p_plx,0.126437376885946
1,mmu-miR-669p-3p_plx,0.158095477324631
1,mmu-miR-378c_plx,0.161110614779599
1,mmu-miR-6953-3p_plx,0.133963386096964
1,mmu-miR-7055-3p_plx,0.0920629305530989
1,mmu-miR-187-5p_plx,0.111522479502249
1,mmu-miR-6898-5p_plx,0.118171990996084
1,mmu-miR-6942-5p_plx,0.163062121471277
1,mmu-miR-92b-3p_plx,0.0946143703066049
1,mmu-miR-7071-3p_plx,0.221248739520196
1,mmu-miR-216a-3p_plx,0.16675597370938
1,mmu-miR-106a-5p_plx,0.175923457847863
1,mmu-miR-7056-3p_plx,0.0894103647803785
1,mmu-miR-3104-5p_plx,0.0628884007453717
1,mmu-miR-3569-3p_plx,0.176129162442886
1,mmu-miR-196a-5p_plx,0.158083401780373
1,mmu-miR-1946b_plx,0.131842599819238
1,mmu-miR-6975-3p_plx,0.10627087083344
1,mmu-miR-126a-5p_plx,0.100827824168294
1,mmu-miR-6236_plx,0.095698770697989
1,mmu-miR-466f-5p_hi2,0.13720569139469
1,mmu-miR-466f_hi2,0.13720569139469
1,mmu-miR-129-2-3p_hi2,0.129401549783486
1,mmu-miR-181c-3p_hi2,0.118036242420528
1,mmu-miR-666-3p_hi2,0.227512285979149
1,mmu-miR-7669-5p_hi2,0.225406587616392
1,mmu-miR-665-5p_hi2,0.180869662835422
1,mmu-miR-124-3p_hi2,0.139506158724472
1,mmu-miR-7075-3p_hi2,0.142454272097428
1,mmu-miR-101c_hi2,0.105081588784432
1,mmu-let-7a-2-3p_hi2,0.130525790271295
1,mmu-miR-487b-3p_hi2,0.167771681844689
1,mmu-miR-7664-3p_hi2,0.135850961338591
1,mmu-miR-146a-5p_hi2,0.111756109028914
1,mmu-miR-337-5p_hi2,0.288497035765603
1,mmu-miR-551b-5p_hi2,0.0963258911491481
1,mmu-miR-652-5p_hi2,0.140012996691124
1,mmu-miR-6936-3p_hi2,0.210271286071439
1,mmu-miR-7006-3p_hi2,0.284202204427606
1,mmu-miR-1927_hi2,0.103125359308899
1,mmu-miR-544-3p_hi2,0.212927617591781
1,mmu-miR-129-1-3p_hi2,0.118720458364533
1,mmu-miR-582-3p_hi2,0.147062823342886
1,mmu-miR-99a-3p_hi2,0.186446332857391
1,mmu-miR-219a-5p_hi2,0.148505003285133
1,mmu-miR-28a-3p_hi2,0.113793849148856
1,mmu-miR-6899-3p_hi2,0.0731763257865791
1,mmu-miR-665-3p_hi2,0.155916963176306
1,mmu-miR-28a-5p_hi2,0.158374367398891
1,mmu-miR-28c_hi2,0.137562870403201
1,mmu-miR-16-1-3p_hi2,0.17210496798204
1,mmu-miR-7655-3p_hi2,0.0816232147655752
1,mmu-miR-3074-1-3p_hi2,0.0552689891985096
1,mmu-miR-3074-5p_hi2,0.159585489726011
1,mmu-miR-3083b-3p_hi2,0.168034602822811
1,mmu-miR-34b-3p_hi2,0.0648054992437793
1,mmu-miR-376a-3p_hi2,0.15325875071727
1,mmu-miR-133a-3p_hi2,0.27891864919087
1,mmu-miR-671-3p_hi2,0.182966313293644
1,mmu-miR-3535_hi2,0.0941275249429985
1,mmu-miR-5132-5p_hi2,0.0882419573378497
1,mmu-let-7g-3p_hi2,0.116440032819268
1,mmu-miR-218-2-3p_hi2,0.187833637911016
1,mmu-miR-3089-3p_hi2,0.19221624723825
1,mmu-miR-15a-5p_hi2,0.255416974319167
1,mmu-miR-182-5p_hi2,0.0676885742845742
1,mmu-miR-592-5p_hi2,0.240262805156783
1,mmu-miR-297b-5p_hi2,0.29573434425119
1,mmu-miR-3094-5p_hi2,0.0858693538764952
1,mmu-miR-192-3p_hi2,0.169226309719445
1,mmu-miR-344c-3p_hi2,0.17336455709983
1,mmu-miR-6993-5p_hi2,0.103585130761502
1,mmu-miR-12202-3p_hi2,0.0873312784570576
1,mmu-miR-136-5p_hi2,0.0840329711203188
1,mmu-miR-344g-3p_hi2,0.138544375433644
1,mmu-miR-5615-3p_hi2,0.0694174333531955
1,mmu-miR-7093-3p_hi2,0.223273115384397
1,mmu-miR-190a-5p_hi2,0.165762196639922
1,mmu-miR-200b-3p_hi2,0.0910762669724662
1,mmu-miR-1a-3p_hi2,0.0854460643833396
1,mmu-miR-1981-3p_hi2,0.152077560892313
1,mmu-miR-497a-5p_hi2,0.20522613330997
1,mmu-miR-153-3p_hi2,0.121021514304071
1,mmu-miR-15a-3p_hi2,0.0967382909936082
1,mmu-miR-200a-3p_hi2,0.14664209107739
1,mmu-miR-3069-5p_hi2,0.0785370994830777
1,mmu-miR-3104-5p_hi2,0.0727220312152811
1,mmu-miR-582-5p_hi2,0.123006855030993
1,mmu-miR-140-5p_hi2,0.160942187187656
1,mmu-miR-664-3p_hi2,0.235989414551328
1,mmu-miR-369-3p_hi2,0.140615625055128
1,mmu-miR-6418-3p_hi2,0.0985321932993282
1,mmu-let-7d-3p_hi2,0.14447945869806
1,mmu-miR-106b-5p_hi2,0.22098149579219
1,mmu-miR-1249-3p_hi2,0.238059231200752
1,mmu-miR-126a-5p_hi2,0.103003788155693
1,mmu-miR-15b-3p_hi2,0.267510655460339
1,mmu-miR-6896-5p_hi2,0.231232548752042
1,mmu-miR-7000-5p_hi2,0.1226668355066
1,mmu-miR-8111_hi2,0.0971693432685506
1,mmu-miR-210-3p_hi2,0.11731031769962
1,mmu-miR-676-5p_vis,0.101091675969528
1,mmu-miR-1306-3p_vis,0.0464861373507512
1,mmu-miR-1955-5p_vis,0.0658982600545638
1,mmu-miR-709_vis,0.142608997888857
1,mmu-miR-5128_vis,0.0768667516441136
1,mmu-miR-8120_vis,0.108287015201874
1,mmu-miR-200a-5p_vis,0.10026538082917
1,mmu-miR-3104-3p_vis,0.20949566375047
1,mmu-miR-877-3p_vis,0.109187939860591
1,mmu-miR-8093_ent,0.0676318869771002
1,mmu-miR-98-5p_ent,0.225369096733275
1,mmu-miR-7013-5p_ent,0.0830106173497494
1,mmu-miR-92b-5p_ent,0.0955178584989872
1,mmu-let-7b-5p_ent,0.0925483735271639
1,mmu-let-7e-5p_ent,0.185077073279582
1,mmu-miR-7651-5p_ent,0.0632680086163009
1,mmu-let-7d-5p_ent,0.17036572135308
1,mmu-let-7g-5p_ent,0.0763570097442861
1,mmu-miR-196a-5p_ent,0.180009622789162
1,mmu-let-7a-5p_ent,0.0820702555970948
1,mmu-miR-3473g_ent,0.0444023067865607
1,mmu-let-7c-5p_ent,0.077980582072598
1,mmu-miR-6392-5p_pon,0.0766032069304919
1,mmu-miR-3102-5p_pon,0.0772805610286003
1,mmu-miR-1943-5p_pon,0.106733339172354
1,mmu-miR-3073a-3p_pon,0.183362369620535
1,mmu-miR-203-3p_pon,0.218746324368441
1,mmu-miR-378c_pon,0.0884557889714136
1,mmu-miR-6952-5p_pon,0.110111142851168
1,mmu-miR-7053-3p_pon,0.0786616643479368
1,mmu-miR-223-5p_pon,0.172351268790594
1,mmu-miR-146b-3p_pon,0.0654352407270738
1,mmu-miR-7689-3p_pon,0.139724551825569
1,mmu-miR-7068-5p_pon,0.0985290743154549
1,mmu-miR-483-5p_pon,0.166738697519309
1,mmu-miR-6934-5p_pon,0.115289746929491
1,mmu-miR-7020-3p_cer,0.0866275093967642
1,mmu-miR-340-3p_cer,0.0542561237850346
1,mmu-miR-7080-3p_cer,0.130521912526389
1,mmu-miR-1188-3p_med,0.16313659702304
1,mmu-miR-7669-5p_med,0.120666527213817
1,mmu-miR-340-3p_med,0.067990844344309
1,mmu-miR-7688-5p_med,0.122494650337072
1,mmu-miR-3077-3p_med,0.103536539135975
1,mmu-miR-494-5p_med,0.0987371013716783
1,mmu-miR-1933-5p_med,0.0649915482459317
1,mmu-miR-7001-5p_med,0.130610815069952
1,mmu-miR-7668-5p_med,0.140410981180626
1,mmu-miR-6942-5p_med,0.0684305903128136
1,mmu-miR-1961_med,0.271940123534577
1,mmu-miR-1982-5p_med,0.219130212072383
1,mmu-miR-9769-3p_med,0.154216858343491
1,mmu-miR-12185-3p_med,0.118530802854724
1,mmu-miR-301a-5p_med,0.0816500636796236
1,mmu-miR-7015-5p_med,0.10338548374686
1,mmu-miR-211-5p_med,0.192500804311566
1,mmu-miR-1934-5p_med,0.116329149213235
1,mmu-let-7i-5p_med,0.0629683492342755
2,mmu-miR-3475-3p_olf,0.121468072197239
2,mmu-miR-3058-5p_olf,0.0534525078610292
2,mmu-miR-874-3p_olf,0.0795614030699335
2,mmu-miR-16-2-3p_olf,0.245127131922846
2,mmu-miR-151-3p_olf,0.109008011335668
2,mmu-miR-12193-3p_olf,0.344153557967259
2,mmu-miR-339-5p_olf,0.157019922133075
2,mmu-miR-7048-3p_olf,0.161913772337309
2,mmu-miR-879-5p_olf,0.108687849084189
2,mmu-miR-873a-3p_olf,0.0578085428033431
2,mmu-miR-3962_olf,0.137820521769354
2,mmu-miR-324-5p_olf,0.252763649820682
2,mmu-miR-96-3p_olf,0.27319888397504
2,mmu-miR-497a-3p_olf,0.155754241728307
2,mmu-miR-3059-3p_olf,0.188454823703979
2,mmu-miR-325-5p_olf,0.240066540808505
2,mmu-miR-193a-3p_olf,0.152559967605005
2,mmu-miR-3068-3p_olf,0.28827447831049
2,mmu-miR-5114_olf,0.166219102876079
2,mmu-miR-338-5p_olf,0.171177826727811
2,mmu-miR-6989-3p_olf,0.116277934187377
2,mmu-miR-16-5p_olf,0.104456172062689
2,mmu-miR-3093-3p_olf,0.148067645217499
2,mmu-miR-449a-5p_olf,0.0641154160695057
2,mmu-miR-210-3p_olf,0.236942706532659
2,mmu-miR-690_cor,0.279995025161155
2,mmu-miR-181c-3p_cor,0.0861131644724565
2,mmu-miR-20a-3p_cor,0.217124773679245
2,mmu-miR-666-3p_cor,0.0767964680353415
2,mmu-miR-340-3p_cor,0.101294541052784
2,mmu-miR-592-3p_cor,0.180561711144056
2,mmu-miR-27b-3p_cor,0.130244523375083
2,mmu-miR-744-3p_cor,0.162740428474322
2,mmu-miR-425-3p_cor,0.109460771696799
2,mmu-miR-487b-5p_cor,0.125958584889636
2,mmu-miR-218-5p_cor,0.112258621299505
2,mmu-miR-3087-3p_cor,0.27462582571532
2,mmu-miR-191-5p_cor,0.137872927828464
2,mmu-miR-219a-5p_cor,0.130934468248109
2,mmu-miR-346-3p_cor,0.220385947817898
2,mmu-miR-425-5p_cor,0.308612549278634
2,mmu-miR-192-5p_cor,0.133365707594788
2,mmu-miR-100-5p_cor,0.071147819482813
2,mmu-miR-1961_cor,0.105316409315462
2,mmu-miR-3083b-3p_cor,0.0869116593621462
2,mmu-miR-222-5p_cor,0.136895689382276
2,mmu-miR-1191a_cor,0.16424385274993
2,mmu-miR-33-3p_cor,0.109286664203099
2,mmu-miR-6917-5p_cor,0.205383118140794
2,mmu-miR-6990-3p_cor,0.132718490451384
2,mmu-miR-6993-5p_cor,0.168223389466028
2,mmu-miR-421-3p_cor,0.146989885570379
