Taqman miRNA primer name,Our name,miRNA grouping,bs.ChAT,bs.ChAT.1,bs.ChAT.2,bs.Syn,bs.Syn.1,bs.Syn.2,bs.GFAP,bs.GFAP.1,bs.GFAP.2,bs.Lyz2,bs.Lyz2.1,bs.Lyz2.2,sc.ChAT,sc.ChAT.1,sc.ChAT.2,sc.Syn,sc.Syn.1,sc.Syn.2,sc.GFAP,sc.GFAP.1,sc.GFAP.2,sc.Lyz2,sc.Lyz2.1,sc.Lyz2.2,bs.ago.Syn,bs.ago.ChAT,bs.ago.GFAP,bs.ago.Lyz2,sc.ago.Syn,sc.ago.ChAT,sc.ago.GFAP,sc.ago.Lyz2,mean_bs.ChAT,detectable_BS.ChAT,mean_bs.GFAP,detectable_BS.GFAP,mean_bs.Lyz2,detectable_BS.Lyz2,mean_bs.Syn,detectable_BS.Syn,mean_bs.ago,detectable_BS.ago,mean_sc.ChAT,detectable_SC.ChAT,mean_sc.GFAP,detectable_SC.GFAP,mean_sc.Lyz2,detectable_SC.Lyz2,mean_sc.Syn,detectable_SC.Syn,mean_sc.ago,detectable_SC.ago,pSI_BS.ChAT,pSI_BS.GFAP,pSI_BS.Lyz2,pSI_BS.Syn,pSI_BS.ago,pSI_SC.ChAT,pSI_SC.GFAP,pSI_SC.Lyz2,pSI_SC.Syn,pSI_SC.ago,log2FC_ChATvsGFAP_bs,adj.p.value_ChATvsGFAP_bs,log2FC_ChATvsLyz2_bs,adj.p.value_ChATvsLyz2_bs,log2FC_ChATvsSyn_bs,adj.p.value_ChATvsSyn_bs,log2FC_ChATvsago_bs,adj.p.value_ChATvsago_bs,log2FC_GFAPvsLyz2_bs,adj.p.value_GFAPvsLyz2_bs,log2FC_GFAPvsSyn_bs,adj.p.value_GFAPvsSyn_bs,log2FC_GFAPvsago_bs,adj.p.value_GFAPvsago_bs,log2FC_Lyz2vsSyn_bs,adj.p.value_Lyz2vsSyn_bs,log2FC_Lyz2vsago_bs,adj.p.value_Lyz2vsago_bs,log2FC_Synvsago_bs,adj.p.value_Synvsago_bs,log2FC_ChATvsGFAP_sc,adj.p.value_ChATvsGFAP_sc,log2FC_ChATvsLyz2_sc,adj.p.value_ChATvsLyz2_sc,log2FC_ChATvsSyn_sc,adj.p.value_ChATvsSyn_sc,log2FC_ChATvsago_sc,adj.p.value_ChATvsago_sc,log2FC_GFAPvsLyz2_sc,adj.p.value_GFAPvsLyz2_sc,log2FC_GFAPvsSyn_sc,adj.p.value_GFAPvsSyn_sc,log2FC_GFAPvsago_sc,adj.p.value_GFAPvsago_sc,log2FC_Lyz2vsSyn_sc,adj.p.value_Lyz2vsSyn_sc,log2FC_Lyz2vsago_sc,adj.p.value_Lyz2vsago_sc,log2FC_Synvsago_sc,adj.p.value_Synvsago_sc,Family Conservation?,pSI_BS.vs_non_neuron.Syn,pSI_SC.vs_non_neuron.Syn,pSI_BS.vs_non_neuron.ChAT,pSI_SC.vs_non_neuron.ChAT,0957 Ntg bs,0357 Ntg bs,0424 Ntg bs,0957 Ntg sc,0357 Ntg sc,424 Ntg sc
mmu_miR_1894_5p_121144_mat,miR-1894-5p,miR-1894,38.2086407873744,38.3112523145639,38.2934575167875,39.6929956549803,39.3898451510874,39.7537301532597,38.3212548482346,32.5515737721457,38.1902002991879,38.751280066999,38.7242136528252,38.6429283606429,38.1687940281594,38.2007865455075,38.0270152202361,37.1143603636391,39.3538714399846,39.8456487812339,37.9606961363097,38.2782152227353,36.6396035871184,38.5917374724482,38.6396713428188,38.8696137229895,35.8412787761216,35.6321999498449,35.7130755510439,38.5037807435792,37.7802108688075,38.0363447940255,37.6222947780232,39.9976190906059,38.2711168729086,FALSE,36.354342973189404,FALSE,38.70614069348903,FALSE,39.6121903197758,FALSE,36.4225837551474,FALSE,38.132198597967665,FALSE,37.62617164872113,FALSE,38.7003408460855,FALSE,38.77129352828587,FALSE,38.35911738286553,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.9167738997192,0.184571199304439,0.435023820580412,0.901308259366716,1.34107344686718,0.456554668321066,-1.8485331177612,0.157766226212042,2.35179772029961,0.112059173488624,3.25784734658638,0.0230612034547335,0.0682407819579963,0.972109694692895,0.906049626286773,0.573148001434055,-2.28355693834161,0.0686271114699641,-3.18960656462838,0.0341017528701497,-0.506026949246547,0.853563298168366,0.568142248117823,0.798103632601887,0.639094930318173,0.77073151245898,0.226918784897833,0.888091409215377,1.07416919736437,0.493131719793439,1.14512187956472,0.42432549742953,0.73294573414438,0.624019291435975,0.0709526822003496,0.970602847738717,-0.34122346321999,0.831301682493302,-0.412176145420339,0.843012932167062,-1,NA,NA,NA,NA,40,40,35.45623,40,40,39.847973
mmu_miR_1896_121128_mat,miR-1896,miR-1896,23.3459474381116,22.3509951655989,22.6761161144023,28.4510591474933,32.5684709175335,31.7954873173714,25.0316410389954,27.0012007236108,23.4350367742641,18.885486932983,20.0666839998137,18.6567837077247,23.8392292761503,23.8098463826596,24.1430742071538,30.326975372299,30.6633291549696,29.4316490181823,21.8825811384466,21.0957806797891,24.038360626288,22.6684762773734,19.1570839489558,20.8489523478455,33.1630161444555,32.1954530960401,40.4200184608845,50.4995275831068,43.0149964007587,40.4478845430834,43.5814642350523,35.6034873922715,22.79101957270427,TRUE,25.1559595122901,TRUE,19.2029848801738,TRUE,30.93833912746607,FALSE,39.06950382112172,FALSE,23.930716621987898,TRUE,22.3389074815079,TRUE,20.89150419139157,TRUE,30.140651181816967,FALSE,40.66195814279148,FALSE,0.23694086021505376,0.431405737704918,0.00634149855907781,NA,NA,0.37174858757062146,0.18560644257703082,0.06651485148514852,NA,NA,2.36493993958585,0.588700191400621,-3.58803469253044,0.434992861012587,8.14731955476184,0.0513046568154258,16.2784842484175,4.01181384858585e-5,-5.95297463211629,0.140053358158066,5.78237961517599,0.151289874976601,13.9135443088316,2.91151582460128e-4,11.7353542472923,0.00215877286990503,19.8665189409479,2.7107768722142e-6,8.13116469365563,0.0499866242271334,-1.59180914048001,0.823236217767738,-3.03921243059633,0.507707274976028,6.20993455982908,0.167251646739176,16.7312415208036,3.29738033413343e-5,-1.44740329011632,0.788138774557108,7.80174370030909,0.0331945673537452,18.3230506612836,5.61543971819621e-6,9.24914699042542,0.016218395189482,19.7704539513999,3.58842327990462e-6,10.5213069609745,0.00913843699433676,-1,NA,NA,0.6541072386058981,0.8642577464788732,34.719643,32.13468,29.94616,30.151632,22.253813,29.893118
mmu_miR_1897_3p_121126_mat,miR-1897-3p,miR-1897,40.7668259604545,40.3875974080363,40.9827247400421,39.631214791677,39.5103298283253,39.7157049509472,40.2439940667303,40.1426119378375,40.6473888980842,40.7078359144144,40.5970805249802,40.8945545885298,40.8400834294104,40.5996431616189,40.7425713971016,39.433791697472,39.579798992343,39.7758637395572,40.9936298979201,40.8879406073006,40.8018887788061,40.5694944782385,40.5479275865211,40.7257976038899,39.7827111580205,39.889837902154,39.0871406494372,39.8485613788247,39.8339950729112,39.7515644094198,39.7764974135774,39.6753668090432,40.7123827028443,FALSE,40.34466496755067,FALSE,40.73315700930814,FALSE,39.6190831903165,FALSE,39.6520627721091,FALSE,40.7274326627103,FALSE,40.89448642800893,FALSE,40.6144065562165,FALSE,39.59648480979074,FALSE,39.7593559262379,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.367717735293603,0.279652806473855,0.0207743064638634,0.996187474616096,-1.09329951252778,0.00199752684181292,-1.06031993073518,7.84333559324718e-4,0.388492041757466,0.27446589949389,-0.725581777234176,0.0313008944120404,-0.692602195441573,0.0232167863774889,-1.11407381899164,8.83409726253609e-4,-1.08109423719904,5.56999996194465e-4,0.0329795817926028,0.953320363129302,0.167053765298618,0.756811767128581,-0.113026106493784,0.84448269953676,-1.13094785291954,0.00185609020599864,-0.968076736472398,0.00192945983194072,-0.280079871792403,0.43653461681875,-1.29800161821816,1.33904212190875e-4,-1.13513050177102,2.89902228627954e-4,-1.01792174642576,0.00263426961091829,-0.855050629978613,0.00534477815470286,0.162871116447143,0.70748582847328,-1,NA,NA,NA,NA,40,40,40,40,40,40
mmu_miR_1897_5p_121199_mat,miR-1897-5p,miR-1897,17.0413568930877,17.3626535283989,17.6693107227487,21.7720554809268,22.4140451170548,22.445407822503,19.4399334921672,21.568931170658,20.341603921056,14.9489892702328,14.8283248588619,23.1104424110702,17.5935026389012,21.9716786164331,21.408833926201,22.7507128822566,24.3498547938777,24.072793443772,17.7963390072219,21.7510922553297,20.1871249934276,16.5708898019768,15.3888663964187,15.1923192269144,24.8410652867872,25.1591831096708,27.368654150644,27.2703877173674,23.4867211473875,26.4126478178092,24.2929909473556,27.0928196096401,17.3577737147451,FALSE,20.450156194627066,FALSE,17.629252180054966,TRUE,22.2105028068282,FALSE,26.15982256611735,FALSE,20.324671727178433,FALSE,19.911518751993064,FALSE,15.7173584751033,TRUE,23.724453706635433,FALSE,25.321294880548102,FALSE,NA,NA,0.21379250720461096,NA,NA,NA,NA,0.023074257425742574,NA,NA,3.092382479882,0.145436960898712,0.271478465309897,0.98595278879953,4.85272909208311,0.0305535692835556,8.80204885137223,4.35143459820643e-5,-2.8209040145721,0.205104178856794,1.76034661220111,0.475917573215184,5.70966637149023,0.00419222309086183,4.58125062677322,0.0235256878947616,8.53057038606233,6.19105347977814e-5,3.94931975928911,0.0917216491020925,-0.413152975185365,0.945453292505073,-4.60731325207517,0.0348396813785674,3.39978197945698,0.167251646739176,4.99662315336965,0.0104056592672238,-4.1941602768898,0.0419017179558638,3.81293495464235,0.0567374126074252,5.40977612855502,0.00468855293213006,8.00709523153215,4.17664356820993e-4,9.60393640544482,1.97294910167809e-5,1.59684117391267,0.567899127385951,-1,NA,NA,NA,NA,22.182512,20.126312,18.76833,19.820637,21.597467,20.456636
mmu_miR_1898_121195_mat,miR-1898,miR-1898,40.806747141395,40.4330745759443,41.0214702676078,39.6321521679764,39.5142744050523,39.7173855909512,40.2985709740688,39.3827582152366,40.7089024292592,40.7202064418068,40.6135120366905,40.9224829137305,40.886883091965,40.6345869372279,40.772379753237,39.4334637054116,39.5921251250004,39.3470135647343,41.0523202291538,40.9415720835688,40.8519299875601,40.5801530532413,40.573132398643,40.7470462559585,39.7965620343927,39.8974600572905,39.6723685273283,39.8453668603294,39.8432958282786,39.7583516166104,39.7781917213091,39.6894523116396,40.75376399498237,FALSE,40.1300772061882,FALSE,40.7520671307426,FALSE,39.62127072132663,FALSE,39.80293936983523,FALSE,40.7646165941433,FALSE,40.94860743342757,FALSE,40.63344390261427,FALSE,39.457534131715434,FALSE,39.76732286945942,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.623686788794146,0.0769510288149919,-0.00169686423974012,0.997063603146819,-1.13249327365571,0.00293517569850007,-0.950824625147156,0.00403185180920575,0.621989924554406,0.0953684098592722,-0.508806484861566,0.178967227538467,-0.32713783635301,0.365839811735774,-1.13079640941597,0.0015367164184274,-0.949127760907416,0.00365944552815792,0.181668648508555,0.774205018295156,0.18399083928427,0.747623242526059,-0.131172691529052,0.825833100377265,-1.30708246242784,0.00102158418065747,-0.997293724683878,0.00284285801359517,-0.315163530813322,0.414537362539613,-1.49107330171211,6.30740035584325e-5,-1.18128456396815,4.42905322131701e-4,-1.17590977089878,0.0015163024052962,-0.866121033154826,0.00846211704187815,0.309788737743958,0.496788818339055,-1,NA,NA,NA,NA,40,36.78099,40,40,40,40
mmu_miR_1899_121198_mat,miR-1899,miR-1899,40.1769374006369,39.7722075196369,40.3943034753641,39.6698944451489,39.4513327655219,39.742822442442,39.6843320442497,39.6937141501507,39.9279162691075,40.3694036221878,40.2485117498449,40.4317798647213,40.1451703750504,39.9491863661536,40.0823138593054,39.4611414580839,39.5152256942949,39.790622569476,40.1501284841889,40.218131263983,40.0932773622286,40.1548432435959,40.1186317300152,40.3962485241166,35.8528819197415,40.0460633458032,37.6981268514093,40.0041380946545,39.9813986276598,39.8983379691455,39.8729022187775,39.7676922911027,40.114482798545964,FALSE,39.768654154502634,FALSE,40.349898412251335,FALSE,39.62134988437093,FALSE,38.400302552902126,FALSE,40.0588902001698,FALSE,40.15384570346683,FALSE,40.223241165909236,FALSE,39.5889965739516,FALSE,39.88008277667137,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.345828644043287,0.756493066154971,0.235415613705399,0.916322598255908,-0.493132914174986,0.706564586991472,-1.71418024564382,0.0268134660333688,0.581244257748686,0.557066500705488,-0.147304270131698,0.914186373781635,-1.36835160160054,0.086274813253573,-0.728548527880385,0.429408265444708,-1.94959585934922,0.0110487590100471,-1.22104733146884,0.226651431469042,0.0949555032970225,0.98334352901999,0.164350965739416,0.918083738480692,-0.469893626218202,0.716916717175033,-0.178807423498441,0.865078775526702,0.0693954624423937,0.958425248901963,-0.564849129515224,0.516052721859685,-0.273762926795463,0.777658612504301,-0.634244591957618,0.495812303379227,-0.343158389237857,0.708315857858767,0.291086202719761,0.80526775392767,-1,NA,NA,NA,NA,40,40,40,40,40,40
mmu_miR_18a_002422,miR-18a-5p,miR-18,29.5857306251868,29.7420272630417,34.727375221593,27.8517961348006,28.1236885663145,27.9782639315295,26.3118616833668,27.816140023586,27.431986847549,24.6552820850666,24.9073705005953,26.2873804457607,27.6105968573698,28.1599924486424,27.8488126220007,28.0517380342409,27.9752633845851,27.9223602601684,28.5302912804427,28.2531078948807,27.1990579034947,29.5329837268792,29.0424597198015,25.6516044867087,29.8872941814902,29.3164079462079,29.6187720917609,29.4960513948533,30.0171731080919,29.4590743344569,29.8094295142031,29.4072103512523,31.351711036607167,TRUE,27.1866628515006,TRUE,25.28334434380753,TRUE,27.9845828775482,TRUE,29.579631403578077,TRUE,27.8731339760043,TRUE,27.994152359606034,TRUE,28.075682644463132,TRUE,27.9831205596648,TRUE,29.67322182700105,TRUE,0.9904287634408602,0.3320150273224044,0.11717002881844381,0.41554794520547944,0.8472452574525745,0.4202768361581921,0.5672086834733894,0.5562920792079208,0.4375433604336043,0.930191135734072,-4.1650481851066,0.00123941984460669,-6.06836669279967,2.48220875809294e-5,-3.36712815905898,0.0139131353217299,-1.77207963302911,0.134871254569308,-1.90331850769308,0.160913116776874,0.797920026047613,0.617060153706238,2.39296855207749,0.043327258581859,2.70123853374069,0.028495489869065,4.29628705977057,4.5813381617043e-4,1.59504852602987,0.32419257981363,0.121018383601711,0.988073996713447,0.202548668458839,0.93328762116207,0.109986583660465,0.962765338220426,1.80008785099676,0.134776450209514,0.081530284857127,0.968145969403893,-0.0110317999412466,0.994738223218692,1.67906946739505,0.158103497815728,-0.0925620847983737,0.958348449123796,1.59753918253792,0.179441612632783,1.69010126733629,0.237519410747999,2,0.8219754098360655,0.5244783783783784,0.9904544235924932,0.4995859154929577,40,37.71215,40,40,40,40
mmu_miR_18a_002490,miR-18a-3p,miR-18,32.9308705744404,34.9637511184094,33.8446533291199,33.6808578651278,33.7083282466205,33.846431707352,31.8980069312532,32.153028301947,32.5193316682322,26.5895486427399,32.8429528750753,28.9457755433269,35.3731764343998,36.0830155227083,31.9224666095294,33.8343637822995,33.4553459814843,32.9602797056554,35.1073841718386,32.160547564255,31.2178307657538,33.8675516337374,30.9561050210273,32.7196775482955,34.3059107091345,33.8124299040331,33.9984205183602,33.7831225655708,33.1136884997696,33.6106991858862,34.469263350773,32.5876453535231,33.913091673989896,TRUE,32.19012230047747,TRUE,29.459425687047364,TRUE,33.7452059397001,TRUE,33.97497092427465,TRUE,34.45955285554584,FALSE,32.8285875006158,TRUE,32.514444734353404,TRUE,33.416663156479736,TRUE,33.445324097487976,TRUE,0.7983830645161291,0.426577868852459,0.09630691642651297,0.7463835616438356,0.8189349593495935,NA,0.5286148459383754,0.39163366336633665,0.5471341463414634,0.6082880886426593,-1.72296937351242,0.292718248357069,-4.45366598694256,0.00554276256745768,-0.167885734289804,0.956913511257104,0.0618792502847469,0.972390275772187,-2.73069661343014,0.0987157626824513,1.55508363922262,0.389028221533795,1.78484862379717,0.249634302175872,4.28578025265275,0.00560053562118389,4.5155452372273,0.00204543583483843,0.229764984574551,0.931912833220877,-1.63096535493005,0.370212167325548,-1.94510812119247,0.26651857458976,-1.04288969906612,0.650346480698354,-1.01422875805788,0.531762838486988,-0.314142766262421,0.910837218613445,0.588075655863932,0.736054961941521,0.616736596872165,0.731201299499168,0.902218422126353,0.608469234382618,0.930879363134586,0.561481491731838,0.0286609410082334,0.984540085571561,-1,0.9175969945355191,0.6907243243243243,0.9048471849865952,NA,40,40,40,40,40,40
mmu_miR_18b_002466,miR-18b-5p,miR-18,40.700915144498,40.3015237807729,40.9482502223016,39.9395986139342,39.9056040667897,40.0135726536013,40.4630478527031,40.2317442134761,35.5310787075279,40.1553567525563,40.2545674384241,40.5588425191738,38.265347492183,40.1340800033566,26.5016322761242,39.8488900538254,40.0588636914796,40.0682302229825,41.1666310004652,40.7565093242491,40.9539518067352,40.3435189492936,40.2033094066681,40.3201223919518,40.4022621620801,37.9495409689337,40.1317236814617,40.3551124116022,40.4338232438864,40.3780606601322,40.3310505520983,40.2961140538595,40.6502297158575,FALSE,38.74195692456903,FALSE,40.322922236718064,FALSE,39.952925111441736,FALSE,39.709659806019424,FALSE,34.96701992388793,TRUE,40.95903071048317,FALSE,40.28898358263783,FALSE,39.991994656095834,FALSE,40.3597621274941,FALSE,NA,NA,NA,NA,NA,0.003269774011299435,NA,NA,NA,NA,-1.90827279128845,0.517588866982444,-0.327307479139428,0.98595278879953,-0.697304604415748,0.884808094450841,-0.940569909838068,0.739769429177454,1.58096531214902,0.614233048839337,1.2109681868727,0.735227524414005,0.967702881450379,0.768401548227558,-0.369997125276321,0.933325445255318,-0.61326243069864,0.822491976997932,-0.243265305422319,0.957347059212106,5.99201078659524,0.0172122917444654,5.32196365874989,0.049834753249366,5.0249747322079,0.095465057657888,5.39274220360617,0.0245194455746783,-0.670047127845351,0.872512901462937,-0.967036054387336,0.736054961941521,-0.599268582989069,0.847741802244405,-0.296988926541985,0.934174367040718,0.0707785448562815,0.983897114515754,0.367767471398267,0.920667194696161,2,NA,NA,NA,0.010791549295774647,40,40,40,40,40,40
mmu_miR_190_000489,miR-190a-5p,miR-190,26.2799715038765,26.1648921750768,26.2724353061706,25.7400605910592,25.7817752254686,25.4749105396926,24.4934024806868,25.8486556359874,24.2354863563199,23.9260710943614,26.1105738671615,26.3089708132582,26.0037502880214,26.3680624422974,25.6872528731702,25.3655131041179,25.4916794795714,25.4448506969111,25.1310112635694,24.895734209354,24.4818496922728,20.3578067276187,25.6661951511367,25.6785571223141,23.7758707468835,24.4045713842893,24.2374672657297,24.64260472352,23.5526087658718,23.3891873678601,23.8426644362875,23.9781681370157,26.239099661707968,TRUE,24.859181490998033,TRUE,25.4485385915937,TRUE,25.665582118740133,TRUE,24.265128530105624,TRUE,26.019688534496332,TRUE,24.83619838839873,TRUE,23.900853000356502,TRUE,25.4340144268668,TRUE,23.690657176758776,TRUE,0.8240698924731182,0.5050464480874317,0.6885547550432277,0.6779342465753425,0.2200569105691057,0.8682231638418079,0.6699481792717087,0.40385024752475246,0.7269986449864498,0.23162049861495845,-1.37991817070985,0.248040880034161,-0.790561070114233,0.611690335049867,-0.573517542967757,0.7623983894124,-1.97397113160229,0.0636779144874802,0.58935710059562,0.691107095401137,0.806400627742097,0.578337701934545,-0.594052960892434,0.660803217411024,0.217043527146476,0.910667145278963,-1.18341006148805,0.270869906574608,-1.40045358863453,0.352609489653808,-1.1834901460976,0.375548415046777,-2.11883553413984,0.0835529153795053,-0.585674107629568,0.7420081253279,-2.32903135773754,0.0298932972755092,-0.935345388042244,0.465908695402426,0.597816038468032,0.63183193661672,-1.14554121163994,0.298362861649697,1.53316142651028,0.189854088887291,-0.210195823597694,0.878806029537755,-1.74335725010797,0.180327619027598,2,0.6613770491803279,0.7352945945945946,0.7229168900804289,0.803269014084507,33.97459,34.092575,32.13249,34.65271,33.760418,33.153755
mmu_miR_1900_121143_mat,miR-1900,miR-1900,40.4520574416232,40.037828478493,40.6550860250784,39.6656089318612,39.4732565977188,39.7391879467786,39.9339074040386,39.8890469108402,40.2244149901368,40.5267333288154,40.4033331718085,40.6382624217014,40.4517082653413,40.2304623168324,40.3671794881329,39.4597098340626,39.545818334281,39.7959858152495,40.511136615198,40.5218189384252,40.3980165849641,40.3468874154347,40.3198805921907,40.5504679705403,36.1409456942634,39.9800322541379,39.7714662523705,39.9281467927505,39.9116483684536,39.8515172173143,39.814915903756,39.7328897700234,40.381657315064864,FALSE,40.015789768338536,FALSE,40.52277630744177,FALSE,39.62601782545287,FALSE,38.955147748380575,FALSE,40.34978335676887,FALSE,40.47699071286243,FALSE,40.40574532605523,FALSE,39.600504661197704,FALSE,39.827742814886825,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.365867546726328,0.723553629307014,0.141118992376953,0.960953310266787,-0.755639489611951,0.456554668321066,-1.42650956668426,0.0496778853696152,0.506986539103281,0.592440513381677,-0.389771942885623,0.728817082875136,-1.06064201995793,0.16023154085999,-0.896758481988904,0.276161670958741,-1.56762855906121,0.0278662930820036,-0.670870077072309,0.561082095032861,0.127207356093571,0.960759983863315,0.0559619692863436,0.971923722939595,-0.749278695571206,0.486507775860509,-0.522040541882028,0.523077512594887,-0.0712453868072274,0.952461012778958,-0.876486051664777,0.267100498540697,-0.649247897975599,0.411312126736049,-0.80524066485755,0.330183827113628,-0.578002511168371,0.464426946155962,0.227238153689179,0.846742485842065,-1,NA,NA,NA,NA,40,40,32.24669,35.236504,40,40
mmu_miR_1901_121183_mat,miR-1901,miR-1901,29.6878422345488,39.0947454355849,31.3195098721859,39.4010846654948,36.8590418421418,33.4230302450915,30.9586560680138,38.795872661334,34.7533974885358,38.4035187024876,38.4514708368461,38.4891360857929,39.0018916402985,32.2802419355792,38.8367730087686,40.4841130818634,36.5672247740936,38.0111151552283,38.7259093958972,33.2989808775616,38.7634977379292,38.3573410471451,38.6352164045833,30.4497918354305,38.8665141804355,40.8569747310831,39.9055686020765,37.4821459718945,42.0788609779823,39.3721119151315,39.3103664768719,40.8091113264572,33.367365847439864,TRUE,34.8359754059612,TRUE,38.4480418750422,FALSE,36.56105225090937,FALSE,39.2778008713724,FALSE,36.7063021948821,FALSE,36.92946267046266,FALSE,35.814116429052966,FALSE,38.35415100372843,FALSE,40.39261267411072,FALSE,0.07330645161290322,0.21127459016393443,NA,NA,NA,NA,NA,NA,NA,NA,1.46860955852134,0.737231602800539,5.08067602760234,0.15420328760344101,3.19368640346948,0.452364393012716,5.91043502393254,0.0513065738023634,3.61206646908099,0.318123649252039,1.72507684494814,0.703496705562555,4.44182546541119,0.158868419742272,-1.88698962413285,0.628131888936891,0.829758996330199,0.814484468473292,2.71674862046305,0.576506745447048,0.223160475580578,0.993728417523188,-0.892185765829126,0.88246446382431,1.64784880884638,0.742819481493816,3.68631047922864,0.25553605288954,-1.1153462414097,0.812337521798986,1.42468833326581,0.695038715964886,3.46315000364806,0.270219438361862,2.54003457467551,0.486213818389904,4.57849624505776,0.136143244470638,2.03846167038225,0.643456000729694,-1,NA,NA,0.16163806970509384,NA,40,40,40,40,40,40
mmu_miR_1902_121197_mat,miR-1902,miR-1902,40.6480184005764,40.2730078269751,40.8703114578403,39.6249247503777,39.4992535596657,39.7093041730599,40.121568093971,40.050602501148,40.5108342992994,40.643171147798,40.5327904382529,40.8087862699955,40.6924346479874,40.4486572299772,40.6060049721614,39.4395907021645,39.5559881341001,39.7801167746518,40.8240928269183,40.7436224596798,40.6611522005652,40.4851503784341,40.4636482518559,40.6652111132622,39.8192506186553,39.9267845450187,39.1433763896957,39.8846528222794,38.8254465347108,39.7825056722444,39.7997118832201,39.6864457427002,40.59711256179727,FALSE,40.22766829813946,FALSE,40.66158261868213,FALSE,39.6111608277011,FALSE,39.69351609391228,FALSE,40.582365616708664,FALSE,40.74295582905443,FALSE,40.53800324785073,FALSE,39.59189853697213,FALSE,39.52352745821887,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.369444263657854,0.349488956429329,0.0644700568848507,0.963114571999782,-0.985951734096233,0.0139131353217299,-0.903596467885002,0.00873853311142338,0.433914320542705,0.283729633103504,-0.616507470438378,0.11305875355564,-0.534152204227148,0.132092076732724,-1.05042179098108,0.00448978073663188,-0.968066524769853,0.00462346852894443,0.0823552662112305,0.90548560757034,0.160590212345774,0.820298603899803,-0.0443623688579322,0.953310646535984,-0.990467079736533,0.0158604407506679,-1.0588381584898,0.0025701843559153,-0.204952581203706,0.658227781724994,-1.15105729208231,0.00171014440627686,-1.21942837083557,5.27401055583918e-4,-0.9461047108786,0.0121233295569677,-1.01447578963187,0.00401275169316998,-0.0683710787532662,0.899612741119561,-1,NA,NA,NA,NA,40,40,40,40,40,40
mmu_miR_1903_121153_mat,miR-1903,miR-1903,40.4027534715642,40.3696509752302,40.363129088348,40.2152331488857,40.0882118697931,40.0942266576176,30.058114252491,40.1748407797796,40.1997970757749,39.998535329161,39.9006810207864,25.8894359076903,40.36343070407,30.7997726738239,40.2447206812435,39.9701016245328,39.9174545994507,32.6510850752592,40.0153791345151,40.1870479769333,33.1766557627965,37.5463704629116,39.9195394316275,40.1991287432795,39.3769511849064,41.0335897406005,40.9079544144333,39.1010366376122,39.1100144691371,40.8463348823933,40.8775717785688,40.9662324752281,40.378511178380805,FALSE,36.8109173693485,FALSE,35.262884085879236,FALSE,40.13255722543213,FALSE,40.1048829943881,FALSE,37.13597468637913,FALSE,37.7930276247483,FALSE,39.22167954593953,FALSE,37.5128804330809,FALSE,40.450038401331824,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.56759380903228,0.430060130500422,-5.11562709250153,0.274804891542931,-0.245953952948639,0.978963196938085,-0.273628183992663,0.952025169366553,-1.54803328346925,0.795530737846995,3.32163985608364,0.501462030027911,3.29396562503962,0.449812740799149,4.86967313955289,0.258753644973162,4.84199890850887,0.20223976223041,-0.0276742310440241,0.995094363631004,0.657052938369155,0.960890232014827,2.08570485956039,0.744665661938263,0.376905746701738,0.962765338220426,3.31406371495267,0.432553421759395,1.42865192119124,0.809674376322043,-0.280147191667417,0.955252059926955,2.65701077658352,0.532766143723207,-1.70879911285866,0.744788030166851,1.22835885539228,0.797954039451837,2.93715796825094,0.591301221921932,-1,NA,NA,NA,NA,35.553493,29.166334,40,36.842655,40,39.390724
