V1	Pool number	Sample ID	Barcode Number	SampleID	sampleID	cohort	ID	brain_region	mouse_ID	fastq_names	plate	brain_region_long	age	sex
613	BA39	CA1_vis_10	16	CA1_vis_10	BulkSeq_vis_10	CA1	CA1_vis_10	vis	10	BA39_CA1_vis_10_1	P29	Visual Cortex	12	Female
616	BA39	CA1_vis_45	27	CA1_vis_45	BulkSeq_vis_45	CA1	CA1_vis_45	vis	45	BA39_CA1_vis_45_1	P29	Visual Cortex	3	Female
617	BA39	CA1_vis_46	28	CA1_vis_46	BulkSeq_vis_46	CA1	CA1_vis_46	vis	46	BA39_CA1_vis_46_1	P29	Visual Cortex	15	Female
620	BA39	CA1_vis_49	31	CA1_vis_49	BulkSeq_vis_49	CA1	CA1_vis_49	vis	49	BA39_CA1_vis_49_1	P29	Visual Cortex	3	Female
621	BA39	CA1_vis_50	32	CA1_vis_50	BulkSeq_vis_50	CA1	CA1_vis_50	vis	50	BA39_CA1_vis_50_1	P29	Visual Cortex	15	Female
623	BA40	CA1_vis_13	3	CA1_vis_13	BulkSeq_vis_13	CA1	CA1_vis_13	vis	13	BA40_CA1_vis_13_1	P29	Visual Cortex	12	Female
630	BA40	CA1_ent_1	26	CA1_ent_1	BulkSeq_ent_1	CA1	CA1_ent_1	ent	1	BA40_CA1_ent_1_1	P29	Entorhinal cortex	12	Female
634	BA40	CA1_ent_7	32	CA1_ent_7	BulkSeq_ent_7	CA1	CA1_ent_7	ent	7	BA40_CA1_ent_7_1	P29	Entorhinal cortex	12	Female
645	BA41	CA1_ent_10	27	CA1_ent_10	BulkSeq_ent_10	CA1	CA1_ent_10	ent	10	BA41_CA1_ent_10_1	P29	Entorhinal cortex	12	Female
648	BA41	CA1_ent_13	30	CA1_ent_13	BulkSeq_ent_13	CA1	CA1_ent_13	ent	13	BA41_CA1_ent_13_1	P29	Entorhinal cortex	12	Female
653	BA42	CA1_vis_53	3	CA1_vis_53	BulkSeq_vis_53	CA1	CA1_vis_53	vis	53	BA42_CA1_vis_53_1	P29	Visual Cortex	3	Female
654	BA42	CA1_vis_54	4	CA1_vis_54	BulkSeq_vis_54	CA1	CA1_vis_54	vis	54	BA42_CA1_vis_54_1	P29	Visual Cortex	15	Female
688	BA44	CA1_ent_37	14	CA1_ent_37	BulkSeq_ent_37	CA1	CA1_ent_37	ent	37	BA44_CA1_ent_37_1	P30	Entorhinal cortex	3	Female
689	BA44	CA1_ent_38	15	CA1_ent_38	BulkSeq_ent_38	CA1	CA1_ent_38	ent	38	BA44_CA1_ent_38_1	P30	Entorhinal cortex	15	Female
700	BA45	CA1_ent_41	2	CA1_ent_41	BulkSeq_ent_41	CA1	CA1_ent_41	ent	41	BA45_CA1_ent_41_1	P30	Entorhinal cortex	3	Female
701	BA45	CA1_ent_42	3	CA1_ent_42	BulkSeq_ent_42	CA1	CA1_ent_42	ent	42	BA45_CA1_ent_42_1	P30	Entorhinal cortex	15	Female
704	BA45	CA1_ent_45	14	CA1_ent_45	BulkSeq_ent_45	CA1	CA1_ent_45	ent	45	BA45_CA1_ent_45_1	P30	Entorhinal cortex	3	Female
705	BA45	CA1_ent_46	15	CA1_ent_46	BulkSeq_ent_46	CA1	CA1_ent_46	ent	46	BA45_CA1_ent_46_1	P30	Entorhinal cortex	15	Female
716	BA46	CA1_ent_49	2	CA1_ent_49	BulkSeq_ent_49	CA1	CA1_ent_49	ent	49	BA46_CA1_ent_49_1	P30	Entorhinal cortex	3	Female
717	BA46	CA1_ent_50	3	CA1_ent_50	BulkSeq_ent_50	CA1	CA1_ent_50	ent	50	BA46_CA1_ent_50_1	P30	Entorhinal cortex	15	Female
720	BA46	CA1_ent_53	14	CA1_ent_53	BulkSeq_ent_53	CA1	CA1_ent_53	ent	53	BA46_CA1_ent_53_1	P30	Entorhinal cortex	3	Female
721	BA46	CA1_ent_54	15	CA1_ent_54	BulkSeq_ent_54	CA1	CA1_ent_54	ent	54	BA46_CA1_ent_54_1	P30	Entorhinal cortex	15	Female
786	BA50	CA1_pon_1	16	CA1_pon_1	BulkSeq_pon_1	CA1	CA1_pon_1	pon	1	BA50_CA1_pon_1_1	P31	Pons	12	Female
792	BA50	CA1_pon_7	30	CA1_pon_7	BulkSeq_pon_7	CA1	CA1_pon_7	pon	7	BA50_CA1_pon_7_1	P31	Pons	12	Female
795	BA51	CA1_pon_10	1	CA1_pon_10	BulkSeq_pon_10	CA1	CA1_pon_10	pon	10	BA51_CA1_pon_10_1	P31	Pons	12	Female
798	BA51	CA1_pon_13	4	CA1_pon_13	BulkSeq_pon_13	CA1	CA1_pon_13	pon	13	BA51_CA1_pon_13_1	P31	Pons	12	Female
805	BA51	CA1_cer_1	27	CA1_cer_1	BulkSeq_cer_1	CA1	CA1_cer_1	cer	1	BA51_CA1_cer_1_1	P31	Cerebellum	12	Female
819	BA52	CA1_cer_7	25	CA1_cer_7	BulkSeq_cer_7	CA1	CA1_cer_7	cer	7	BA52_CA1_cer_7_1	P31	Cerebellum	12	Female
822	BA52	CA1_cer_10	28	CA1_cer_10	BulkSeq_cer_10	CA1	CA1_cer_10	cer	10	BA52_CA1_cer_10_1	P31	Cerebellum	12	Female
825	BA52	CA1_cer_13	31	CA1_cer_13	BulkSeq_cer_13	CA1	CA1_cer_13	cer	13	BA52_CA1_cer_13_1	P31	Cerebellum	12	Female
846	BA54	CA1_pon_37	4	CA1_pon_37	BulkSeq_pon_37	CA1	CA1_pon_37	pon	37	BA54_CA1_pon_37_1	P31	Pons	3	Female
847	BA54	CA1_pon_38	13	CA1_pon_38	BulkSeq_pon_38	CA1	CA1_pon_38	pon	38	BA54_CA1_pon_38_1	P31	Pons	15	Female
850	BA54	CA1_pon_41	16	CA1_pon_41	BulkSeq_pon_41	CA1	CA1_pon_41	pon	41	BA54_CA1_pon_41_1	P31	Pons	3	Female
861	BA55	CA1_cer_41	3	CA1_cer_41	BulkSeq_cer_41	CA1	CA1_cer_41	cer	41	BA55_CA1_cer_41_1	P32	Cerebellum	3	Female
862	BA55	CA1_cer_42	4	CA1_cer_42	BulkSeq_cer_42	CA1	CA1_cer_42	cer	42	BA55_CA1_cer_42_1	P32	Cerebellum	15	Female
865	BA55	CA1_cer_45	15	CA1_cer_45	BulkSeq_cer_45	CA1	CA1_cer_45	cer	45	BA55_CA1_cer_45_1	P32	Cerebellum	3	Female
866	BA55	CA1_cer_46	16	CA1_cer_46	BulkSeq_cer_46	CA1	CA1_cer_46	cer	46	BA55_CA1_cer_46_1	P32	Cerebellum	15	Female
872	BA55	CA1_med_1	30	CA1_med_1	BulkSeq_med_1	CA1	CA1_med_1	med	1	BA55_CA1_med_1_1	P32	Medulla	12	Female
877	BA56	CA1_cer_49	3	CA1_cer_49	BulkSeq_cer_49	CA1	CA1_cer_49	cer	49	BA56_CA1_cer_49_1	P32	Cerebellum	3	Female
878	BA56	CA1_cer_50	4	CA1_cer_50	BulkSeq_cer_50	CA1	CA1_cer_50	cer	50	BA56_CA1_cer_50_1	P32	Cerebellum	15	Female
881	BA56	CA1_cer_53	15	CA1_cer_53	BulkSeq_cer_53	CA1	CA1_cer_53	cer	53	BA56_CA1_cer_53_1	P32	Cerebellum	3	Female
882	BA56	CA1_cer_54	16	CA1_cer_54	BulkSeq_cer_54	CA1	CA1_cer_54	cer	54	BA56_CA1_cer_54_1	P32	Cerebellum	15	Female
886	BA56	CA1_med_7	28	CA1_med_7	BulkSeq_med_7	CA1	CA1_med_7	med	7	BA56_CA1_med_7_1	P32	Medulla	12	Female
889	BA56	CA1_med_10	31	CA1_med_10	BulkSeq_med_10	CA1	CA1_med_10	med	10	BA56_CA1_med_10_1	P32	Medulla	12	Female
892	BA57	CA1_med_13	2	CA1_med_13	BulkSeq_med_13	CA1	CA1_med_13	med	13	BA57_CA1_med_13_1	P32	Medulla	12	Female
916	BA58	CA1_med_37	26	CA1_med_37	BulkSeq_med_37	CA1	CA1_med_37	med	37	BA58_CA1_med_37_1	P32	Medulla	3	Female
917	BA58	CA1_med_38	27	CA1_med_38	BulkSeq_med_38	CA1	CA1_med_38	med	38	BA58_CA1_med_38_1	P32	Medulla	15	Female
920	BA58	CA1_med_41	30	CA1_med_41	BulkSeq_med_41	CA1	CA1_med_41	med	41	BA58_CA1_med_41_1	P32	Medulla	3	Female
921	BA58	CA1_med_42	31	CA1_med_42	BulkSeq_med_42	CA1	CA1_med_42	med	42	BA58_CA1_med_42_1	P32	Medulla	15	Female
924	BA59	CA1_med_45	2	CA1_med_45	BulkSeq_med_45	CA1	CA1_med_45	med	45	BA59_CA1_med_45_1	P32	Medulla	3	Female
925	BA59	CA1_med_46	3	CA1_med_46	BulkSeq_med_46	CA1	CA1_med_46	med	46	BA59_CA1_med_46_1	P32	Medulla	15	Female
927	BA59	CA1_med_49	13	CA1_med_49	BulkSeq_med_49	CA1	CA1_med_49	med	49	BA59_CA1_med_49_1	P32	Medulla	3	Female
929	BA59	CA1_med_50	15	CA1_med_50	BulkSeq_med_50	CA1	CA1_med_50	med	50	BA59_CA1_med_50_1	P32	Medulla	15	Female
932	BA59	CA1_med_53	26	CA1_med_53	BulkSeq_med_53	CA1	CA1_med_53	med	53	BA59_CA1_med_53_1	P32	Medulla	3	Female
933	BA59	CA1_med_54	27	CA1_med_54	BulkSeq_med_54	CA1	CA1_med_54	med	54	BA59_CA1_med_54_1	P32	Medulla	15	Female
