V1	Pool number	Sample ID	Barcode Number	SampleID	sampleID	cohort	ID	brain_region	mouse_ID	fastq_names	plate	brain_region_long	age	sex
868	BA55	CA1_cer_56	26	CA1_cer_56	BulkSeq_cer_56	CA1	CA1_cer_56	cer	56	BA55_CA1_cer_56_1	P32	Cerebellum	21	Female
872	BA55	CA1_med_1	30	CA1_med_1	BulkSeq_med_1	CA1	CA1_med_1	med	1	BA55_CA1_med_1_1	P32	Medulla	12	Female
875	BA56	CA1_cer_47	1	CA1_cer_47	BulkSeq_cer_47	CA1	CA1_cer_47	cer	47	BA56_CA1_cer_47_1	P32	Cerebellum	18	Female
876	BA56	CA1_cer_48	2	CA1_cer_48	BulkSeq_cer_48	CA1	CA1_cer_48	cer	48	BA56_CA1_cer_48_1	P32	Cerebellum	21	Female
877	BA56	CA1_cer_49	3	CA1_cer_49	BulkSeq_cer_49	CA1	CA1_cer_49	cer	49	BA56_CA1_cer_49_1	P32	Cerebellum	3	Female
878	BA56	CA1_cer_50	4	CA1_cer_50	BulkSeq_cer_50	CA1	CA1_cer_50	cer	50	BA56_CA1_cer_50_1	P32	Cerebellum	15	Female
879	BA56	CA1_cer_51	13	CA1_cer_51	BulkSeq_cer_51	CA1	CA1_cer_51	cer	51	BA56_CA1_cer_51_1	P32	Cerebellum	18	Female
880	BA56	CA1_cer_52	14	CA1_cer_52	BulkSeq_cer_52	CA1	CA1_cer_52	cer	52	BA56_CA1_cer_52_1	P32	Cerebellum	21	Female
881	BA56	CA1_cer_53	15	CA1_cer_53	BulkSeq_cer_53	CA1	CA1_cer_53	cer	53	BA56_CA1_cer_53_1	P32	Cerebellum	3	Female
882	BA56	CA1_cer_54	16	CA1_cer_54	BulkSeq_cer_54	CA1	CA1_cer_54	cer	54	BA56_CA1_cer_54_1	P32	Cerebellum	15	Female
886	BA56	CA1_med_7	28	CA1_med_7	BulkSeq_med_7	CA1	CA1_med_7	med	7	BA56_CA1_med_7_1	P32	Medulla	12	Female
889	BA56	CA1_med_10	31	CA1_med_10	BulkSeq_med_10	CA1	CA1_med_10	med	10	BA56_CA1_med_10_1	P32	Medulla	12	Female
892	BA57	CA1_med_13	2	CA1_med_13	BulkSeq_med_13	CA1	CA1_med_13	med	13	BA57_CA1_med_13_1	P32	Medulla	12	Female
916	BA58	CA1_med_37	26	CA1_med_37	BulkSeq_med_37	CA1	CA1_med_37	med	37	BA58_CA1_med_37_1	P32	Medulla	3	Female
917	BA58	CA1_med_38	27	CA1_med_38	BulkSeq_med_38	CA1	CA1_med_38	med	38	BA58_CA1_med_38_1	P32	Medulla	15	Female
918	BA58	CA1_med_39	28	CA1_med_39	BulkSeq_med_39	CA1	CA1_med_39	med	39	BA58_CA1_med_39_1	P32	Medulla	18	Female
919	BA58	CA1_med_40	29	CA1_med_40	BulkSeq_med_40	CA1	CA1_med_40	med	40	BA58_CA1_med_40_1	P32	Medulla	21	Female
920	BA58	CA1_med_41	30	CA1_med_41	BulkSeq_med_41	CA1	CA1_med_41	med	41	BA58_CA1_med_41_1	P32	Medulla	3	Female
921	BA58	CA1_med_42	31	CA1_med_42	BulkSeq_med_42	CA1	CA1_med_42	med	42	BA58_CA1_med_42_1	P32	Medulla	15	Female
922	BA58	CA1_med_43	32	CA1_med_43	BulkSeq_med_43	CA1	CA1_med_43	med	43	BA58_CA1_med_43_1	P32	Medulla	18	Female
923	BA59	CA1_med_44	1	CA1_med_44	BulkSeq_med_44	CA1	CA1_med_44	med	44	BA59_CA1_med_44_1	P32	Medulla	21	Female
924	BA59	CA1_med_45	2	CA1_med_45	BulkSeq_med_45	CA1	CA1_med_45	med	45	BA59_CA1_med_45_1	P32	Medulla	3	Female
925	BA59	CA1_med_46	3	CA1_med_46	BulkSeq_med_46	CA1	CA1_med_46	med	46	BA59_CA1_med_46_1	P32	Medulla	15	Female
926	BA59	CA1_med_47	4	CA1_med_47	BulkSeq_med_47	CA1	CA1_med_47	med	47	BA59_CA1_med_47_1	P32	Medulla	18	Female
927	BA59	CA1_med_49	13	CA1_med_49	BulkSeq_med_49	CA1	CA1_med_49	med	49	BA59_CA1_med_49_1	P32	Medulla	3	Female
928	BA59	CA1_med_48	14	CA1_med_48	BulkSeq_med_48	CA1	CA1_med_48	med	48	BA59_CA1_med_48_1	P32	Medulla	21	Female
929	BA59	CA1_med_50	15	CA1_med_50	BulkSeq_med_50	CA1	CA1_med_50	med	50	BA59_CA1_med_50_1	P32	Medulla	15	Female
930	BA59	CA1_med_51	16	CA1_med_51	BulkSeq_med_51	CA1	CA1_med_51	med	51	BA59_CA1_med_51_1	P32	Medulla	18	Female
931	BA59	CA1_med_52	25	CA1_med_52	BulkSeq_med_52	CA1	CA1_med_52	med	52	BA59_CA1_med_52_1	P32	Medulla	21	Female
932	BA59	CA1_med_53	26	CA1_med_53	BulkSeq_med_53	CA1	CA1_med_53	med	53	BA59_CA1_med_53_1	P32	Medulla	3	Female
933	BA59	CA1_med_54	27	CA1_med_54	BulkSeq_med_54	CA1	CA1_med_54	med	54	BA59_CA1_med_54_1	P32	Medulla	15	Female
934	BA59	CA1_med_55	28	CA1_med_55	BulkSeq_med_55	CA1	CA1_med_55	med	55	BA59_CA1_med_55_1	P32	Medulla	18	Female
935	BA59	CA1_med_56	29	CA1_med_56	BulkSeq_med_56	CA1	CA1_med_56	med	56	BA59_CA1_med_56_1	P32	Medulla	21	Female
